case_number,case_open_date,case_close_date,case_year,case_sub_type,zip_code,parsed_date,months
20241429,03/25/2024,05/24/2024,2024,other_causes,20814,2024-03-25,03
20253336,12/15/2025,01/08/2026,2025,leaf_blower_gas,20850,2025-12-15,12
2013898,07/05/2013,07/15/2015,2013,industrial_or_comm_equip,20852,2013-07-05,07
20221920,07/08/2022,11/15/2022,2022,amp_equiptment,20901,2022-07-08,07
20221674,05/24/2022,06/07/2022,2022,residential_construction,20817,2022-05-24,05
20251299,03/14/2025,04/02/2025,2025,residential_construction,20860,2025-03-14,03
20181089,01/29/2018,02/12/2018,2018,residential_construction,20814,2018-01-29,01
24284,01/14/2011,03/23/2011,2011,industrial_or_comm_equip,20814,2011-01-14,01
13831,11/18/2003,12/03/2003,2003,residential_construction,20817,2003-11-18,11
19102,05/29/2007,06/14/2007,2007,industrial_or_comm_equip,20854,2007-05-29,05
20253137,11/23/2025,12/19/2025,2025,leaf_blower_gas,20852,2025-11-23,11
20252889,11/03/2025,11/24/2025,2025,leaf_blower_gas,20851,2025-11-03,11
20161865,06/30/2016,08/02/2017,2016,residential_construction,20902,2016-06-30,06
20202102,06/29/2020,07/28/2020,2020,industrial_or_comm_equip,20854,2020-06-29,06
20182074,07/23/2018,11/01/2018,2018,industrial_or_comm_equip,20850,2018-07-23,07
20171943,07/03/2017,07/07/2017,2017,industrial_or_comm_equip,20814,2017-07-03,07
2174,10/24/2001,11/15/2001,2001,residential_construction,20910,2001-10-24,10
20131374,11/12/2013,11/25/2013,2013,residential_construction,20910,2013-11-12,11
20172099,08/10/2017,11/15/2017,2017,residential_construction,20814,2017-08-10,08
755,07/28/2000,09/05/2000,2000,industrial_or_comm_equip,20874,2000-07-28,07
27304,11/20/2012,12/17/2012,2012,residentual_multi_tennant_dwelling,20871,2012-11-20,11
20251715,05/23/2025,07/08/2025,2025,amp_equiptment,20853,2025-05-23,05
24465,03/07/2011,05/17/2011,2011,residentual_multi_tennant_dwelling,20866,2011-03-07,03
22356,09/09/2009,09/24/2009,2009,residential_mechanical,20901,2009-09-09,09
20162465,11/10/2016,11/14/2016,2016,industrial_or_comm_equip,20814,2016-11-10,11
16159,04/13/2005,05/02/2005,2005,residential_construction,20850,2005-04-13,04
1338,12/20/2000,12/27/2000,2000,industrial_or_comm_equip,20901,2000-12-20,12
20261066,01/11/2026,NA,2026,other_causes,20877,2026-01-11,01
20253116,11/20/2025,12/05/2025,2025,leaf_blower_gas,20879,2025-11-20,11
20211879,06/09/2021,06/21/2021,2021,industrial_or_comm_equip,20904,2021-06-09,06
20252154,08/04/2025,11/21/2025,2025,other_causes,20814,2025-08-04,08
20714,08/11/2008,09/11/2008,2008,industrial_or_comm_equip,20817,2008-08-11,08
20252458,09/10/2025,10/07/2025,2025,leaf_blower_gas,20878,2025-09-10,09
20202264,08/03/2020,08/12/2020,2020,residential_construction,20902,2020-08-03,08
20161134,02/16/2016,04/27/2016,2016,residential_mechanical,20816,2016-02-16,02
20221571,05/02/2022,06/09/2022,2022,amp_equiptment,20817,2022-05-02,05
1025,10/02/2000,01/08/2001,2000,industrial_or_comm_equip,20904,2000-10-02,10
21855,06/15/2009,06/26/2009,2009,amp_equiptment,20850,2009-06-15,06
20172540,11/29/2017,02/07/2018,2017,residentual_multi_tennant_dwelling,20878,2017-11-29,11
20192545,10/14/2019,10/28/2019,2019,amp_equiptment,20850,2019-10-14,10
20131359,11/08/2013,12/04/2013,2013,residential_motor_vehicle,20850,2013-11-08,11
20241725,05/28/2024,09/10/2024,2024,residential_mechanical,20886,2024-05-28,05
20252739,10/13/2025,11/06/2025,2025,residentual_multi_tennant_dwelling,20876,2025-10-13,10
20201571,04/10/2020,12/21/2020,2020,other_causes,20852,2020-04-10,04
1585,06/12/2001,07/09/2001,2001,amp_equiptment,20877,2001-06-12,06
20191749,05/10/2019,08/27/2019,2019,industrial_or_comm_equip,20906,2019-05-10,05
20201238,02/24/2020,04/06/2020,2020,amp_equiptment,20886,2020-02-24,02
20253017,11/13/2025,12/23/2025,2025,leaf_blower_gas,20854,2025-11-13,11
27076,09/26/2012,10/08/2012,2012,residential_construction,20879,2012-09-26,09
7833,09/11/1997,10/08/1997,1997,residential_construction,20910,1997-09-11,09
9425,01/26/1998,02/12/1998,1998,industrial_or_comm_equip,20814,1998-01-26,01
20192702,11/18/2019,11/19/2019,2019,industrial_or_comm_equip,20910,2019-11-18,11
20241619,05/03/2024,10/28/2024,2024,residentual_multi_tennant_dwelling,20814,2024-05-03,05
22482,10/05/2009,11/02/2009,2009,residential_construction,20910,2009-10-05,10
16468,06/27/2005,09/12/2005,2005,industrial_or_comm_equip,20852,2005-06-27,06
20151644,05/13/2015,06/22/2015,2015,residential_construction,20850,2015-05-13,05
18351,11/07/2006,11/14/2006,2006,residential_construction,20868,2006-11-07,11
20261151,01/28/2026,NA,2026,industrial_or_comm_equip,20910,2026-01-28,01
20231874,06/29/2023,07/28/2023,2023,amp_equiptment,20877,2023-06-29,06
20201179,02/07/2020,02/13/2020,2020,residential_construction,20814,2020-02-07,02
20172238,09/18/2017,10/09/2017,2017,residentual_multi_tennant_dwelling,20886,2017-09-18,09
2282,07/25/2001,05/03/2002,2001,amp_equiptment,20906,2001-07-25,07
20152062,08/14/2015,08/19/2015,2015,industrial_or_comm_equip,20872,2015-08-14,08
20231021,01/05/2023,05/31/2023,2023,industrial_or_comm_equip,20905,2023-01-05,01
16012,03/09/2005,03/17/2005,2005,amp_equiptment,20906,2005-03-09,03
20252539,09/18/2025,12/03/2025,2025,leaf_blower_gas,20850,2025-09-18,09
20231819,06/20/2023,10/10/2023,2023,other_causes,20852,2023-06-20,06
20252172,08/05/2025,09/03/2025,2025,leaf_blower_gas,20854,2025-08-05,08
9892,05/12/1998,03/05/1999,1998,industrial_or_comm_equip,20854,1998-05-12,05
20172345,10/09/2017,10/10/2017,2017,amp_equiptment,20852,2017-10-09,10
2295,07/27/2001,07/31/2001,2001,industrial_or_comm_equip,20902,2001-07-27,07
19357,08/01/2007,08/28/2007,2007,residential_construction,20815,2007-08-01,08
20252771,10/17/2025,11/10/2025,2025,industrial_or_comm_equip,20904,2025-10-17,10
9330,12/20/1999,01/31/2000,1999,amp_equiptment,20832,1999-12-20,12
20251618,05/02/2025,05/19/2025,2025,amp_equiptment,20841,2025-05-02,05
7648,07/17/1997,08/07/1997,1997,amp_equiptment,20879,1997-07-17,07
20251032,01/10/2025,07/29/2025,2025,residential_mechanical,20854,2025-01-10,01
20211696,05/06/2021,08/04/2021,2021,other_causes,20814,2021-05-06,05
20161529,05/26/2016,06/07/2016,2016,industrial_or_comm_equip,20815,2016-05-26,05
18595,01/23/2007,03/22/2007,2007,amp_equiptment,20906,2007-01-23,01
1991920064,07/15/1991,12/02/1991,1991,residentual_multi_tennant_dwelling,20910,1991-07-15,07
8594,02/26/1999,04/12/1999,1999,amp_equiptment,20906,1999-02-26,02
20192452,09/27/2019,10/15/2019,2019,residential_construction,20854,2019-09-27,09
20162370,10/19/2016,12/21/2016,2016,industrial_or_comm_equip,20814,2016-10-19,10
20172127,08/21/2017,09/13/2017,2017,residentual_multi_tennant_dwelling,20904,2017-08-21,08
24697,04/22/2011,05/09/2011,2011,industrial_or_comm_equip,20814,2011-04-22,04
20261068,01/11/2026,01/29/2026,2026,leaf_blower_gas,20901,2026-01-11,01
2013145,01/28/2013,02/01/2013,2013,residentual_multi_tennant_dwelling,20850,2013-01-28,01
17264,02/08/2006,04/14/2006,2006,residential_construction,20871,2006-02-08,02
21766,05/21/2009,06/16/2009,2009,residential_construction,20903,2009-05-21,05
7853,09/16/1997,10/30/1997,1997,residential_motor_vehicle,20901,1997-09-16,09
20181779,05/18/2018,06/15/2018,2018,residential_mechanical,20901,2018-05-18,05
20222143,08/23/2022,12/14/2022,2022,residential_mechanical,20902,2022-08-23,08
20151933,07/16/2015,07/24/2015,2015,industrial_or_comm_equip,20910,2015-07-16,07
21752,05/19/2009,05/26/2009,2009,residential_mechanical,20814,2009-05-19,05
546,06/02/2000,06/13/2000,2000,industrial_or_comm_equip,20910,2000-06-02,06
25490,09/23/2011,10/11/2011,2011,industrial_or_comm_equip,20910,2011-09-23,09
20253248,12/04/2025,01/05/2026,2025,leaf_blower_gas,20854,2025-12-04,12
20252215,08/11/2025,09/04/2025,2025,leaf_blower_gas,20877,2025-08-11,08
20182538,11/21/2018,03/04/2019,2018,residential_construction,20814,2018-11-21,11
19154,06/05/2007,06/29/2007,2007,amp_equiptment,20853,2007-06-05,06
22512,10/09/2009,12/10/2009,2009,amp_equiptment,20815,2009-10-09,10
20251643,05/07/2025,06/09/2025,2025,industrial_or_comm_equip,20814,2025-05-07,05
20251731,05/27/2025,09/25/2025,2025,industrial_or_comm_equip,20850,2025-05-27,05
8039,11/14/1997,03/05/1998,1997,industrial_or_comm_equip,20814,1997-11-14,11
20242511,10/28/2024,12/27/2024,2024,residentual_multi_tennant_dwelling,20901,2024-10-28,10
20064,03/12/2008,04/28/2008,2008,residential_motor_vehicle,20872,2008-03-12,03
20242095,08/01/2024,08/14/2024,2024,residential_mechanical,20814,2024-08-01,08
20202785,11/16/2020,03/02/2021,2020,amp_equiptment,20814,2020-11-16,11
20221901,07/05/2022,09/13/2022,2022,residential_construction,20902,2022-07-05,07
23487,06/21/2010,07/12/2010,2010,residential_construction,20815,2010-06-21,06
20232126,08/21/2023,05/20/2024,2023,other_causes,20814,2023-08-21,08
20232250,09/14/2023,09/27/2023,2023,residential_construction,20850,2023-09-14,09
20162030,08/01/2016,12/05/2016,2016,residentual_multi_tennant_dwelling,20904,2016-08-01,08
20211932,06/15/2021,06/25/2021,2021,amp_equiptment,20861,2021-06-15,06
20141259,09/23/2014,11/06/2014,2014,amp_equiptment,20886,2014-09-23,09
20242348,09/23/2024,09/30/2024,2024,residential_construction,20852,2024-09-23,09
21086,12/02/2008,12/16/2008,2008,residential_motor_vehicle,20879,2008-12-02,12
20171305,03/21/2017,03/21/2017,2017,residential_construction,20817,2017-03-21,03
20202849,12/01/2020,01/07/2021,2020,amp_equiptment,20902,2020-12-01,12
25154,06/27/2011,07/11/2011,2011,residential_construction,20904,2011-06-27,06
2013849,06/26/2013,07/02/2013,2013,residential_construction,20910,2013-06-26,06
13165,07/18/2003,08/05/2003,2003,residential_construction,20866,2003-07-18,07
5600,04/02/1996,07/31/1996,1996,industrial_or_comm_equip,20910,1996-04-02,04
20141140,08/20/2014,12/18/2014,2014,other_causes,20852,2014-08-20,08
2317,11/05/2001,11/15/2001,2001,residentual_house_yard,20906,2001-11-05,11
9305,12/09/1999,02/08/2000,1999,residentual_house_yard,20902,1999-12-09,12
5800,05/06/1996,07/03/1996,1996,residential_construction,20854,1996-05-06,05
5072,10/10/1995,11/30/1995,1995,industrial_or_comm_equip,20876,1995-10-10,10
20252046,07/21/2025,08/08/2025,2025,other_causes,20879,2025-07-21,07
20000,02/25/2008,07/07/2008,2008,residential_construction,20817,2008-02-25,02
20191440,04/02/2019,04/08/2019,2019,leaf_blower,20877,2019-04-02,04
20162204,09/08/2016,10/24/2016,2016,industrial_or_comm_equip,20895,2016-09-08,09
24122,11/22/2010,01/06/2011,2010,amp_equiptment,20815,2010-11-22,11
20252872,10/29/2025,NA,2025,other_causes,20910,2025-10-29,10
20211826,06/04/2021,09/29/2021,2021,residential_mechanical,20871,2021-06-04,06
16317,05/19/2005,06/27/2005,2005,amp_equiptment,20850,2005-05-19,05
20171191,02/22/2017,10/02/2017,2017,residential_construction,20814,2017-02-22,02
1345,12/27/2000,02/13/2001,2000,amp_equiptment,20902,2000-12-27,12
20151629,05/11/2015,08/18/2015,2015,amp_equiptment,20902,2015-05-11,05
19748,11/27/2007,03/20/2008,2007,amp_equiptment,20882,2007-11-27,11
20182354,10/02/2018,11/26/2018,2018,amp_equiptment,20882,2018-10-02,10
20201987,06/04/2020,06/23/2020,2020,residentual_house_yard,20905,2020-06-04,06
20211699,05/07/2021,06/01/2021,2021,leaf_blower,20854,2021-05-07,05
20232527,11/16/2023,01/02/2024,2023,amp_equiptment,20910,2023-11-16,11
20253117,11/20/2025,01/20/2026,2025,other_causes,20910,2025-11-20,11
2013613,06/06/2013,06/26/2013,2013,residentual_house_yard,20850,2013-06-06,06
20252898,11/03/2025,11/21/2025,2025,amp_equiptment,20814,2025-11-03,11
17354,03/06/2006,05/31/2006,2006,amp_equiptment,20901,2006-03-06,03
26547,06/19/2012,08/22/2012,2012,industrial_or_comm_equip,20910,2012-06-19,06
1615,06/13/2001,05/03/2002,2001,amp_equiptment,20878,2001-06-13,06
20212723,11/15/2021,05/10/2022,2021,other_causes,20850,2021-11-15,11
20182577,12/04/2018,03/19/2019,2018,amp_equiptment,20910,2018-12-04,12
20241554,04/22/2024,04/23/2024,2024,leaf_blower,20877,2024-04-22,04
1044,09/30/2000,11/24/2000,2000,industrial_or_comm_equip,20877,2000-09-30,09
8957,08/23/1999,09/06/1999,1999,residentual_house_yard,20879,1999-08-23,08
20161151,02/22/2016,02/29/2016,2016,industrial_or_comm_equip,20815,2016-02-22,02
16263,05/05/2005,06/07/2005,2005,residential_construction,20814,2005-05-05,05
7500,07/01/1997,07/09/1997,1997,residentual_house_yard,20879,1997-07-01,07
4999,10/11/1995,02/08/1996,1995,industrial_or_comm_equip,20854,1995-10-11,10
26665,07/18/2012,07/19/2012,2012,residential_construction,20906,2012-07-18,07
20252775,10/19/2025,11/09/2025,2025,leaf_blower_gas,20901,2025-10-19,10
9373,01/07/1998,01/15/1998,1998,industrial_or_comm_equip,20854,1998-01-07,01
13973,12/31/2003,03/15/2005,2003,industrial_or_comm_equip,20852,2003-12-31,12
20171606,05/22/2017,06/08/2017,2017,amp_equiptment,20852,2017-05-22,05
20211772,05/19/2021,07/23/2021,2021,industrial_or_comm_equip,20901,2021-05-19,05
798,10/09/2000,11/22/2000,2000,residential_construction,20850,2000-10-09,10
20181932,06/18/2018,09/04/2018,2018,amp_equiptment,20904,2018-06-18,06
27247,11/06/2012,11/14/2012,2012,industrial_or_comm_equip,20906,2012-11-06,11
20251578,04/24/2025,05/01/2025,2025,other_causes,20851,2025-04-24,04
20181079,01/25/2018,09/20/2018,2018,residential_construction,20815,2018-01-25,01
1949,04/12/2001,03/25/2002,2001,industrial_or_comm_equip,20816,2001-04-12,04
20182097,07/31/2018,08/13/2018,2018,residential_construction,20910,2018-07-31,07
20252636,10/01/2025,10/21/2025,2025,leaf_blower_gas,20910,2025-10-01,10
20171462,04/20/2017,05/12/2017,2017,industrial_or_comm_equip,20910,2017-04-20,04
16400,06/14/2005,07/05/2005,2005,residential_construction,20854,2005-06-14,06
20182325,09/25/2018,10/08/2018,2018,industrial_or_comm_equip,20815,2018-09-25,09
20162329,10/10/2016,10/20/2016,2016,leaf_blower,20814,2016-10-10,10
20253139,11/23/2025,01/13/2026,2025,amp_equiptment,20850,2025-11-23,11
27083,09/28/2012,10/08/2012,2012,residential_mechanical,20902,2012-09-28,09
21485,03/23/2009,05/12/2009,2009,residential_motor_vehicle,20833,2009-03-23,03
20526,06/25/2008,07/10/2008,2008,amp_equiptment,20861,2008-06-25,06
20212623,10/26/2021,12/14/2021,2021,residentual_multi_tennant_dwelling,missing,2021-10-26,10
20152374,10/28/2015,11/05/2015,2015,industrial_or_comm_equip,20910,2015-10-28,10
20161169,02/25/2016,07/25/2016,2016,other_causes,20874,2016-02-25,02
20221715,06/01/2022,07/05/2022,2022,other_causes,20874,2022-06-01,06
15365,10/06/2004,10/12/2004,2004,residential_construction,20850,2004-10-06,10
20201765,05/11/2020,05/22/2020,2020,leaf_blower,20879,2020-05-11,05
20192817,12/18/2019,02/13/2020,2019,industrial_or_comm_equip,20854,2019-12-18,12
27367,12/03/2012,01/07/2013,2012,industrial_or_comm_equip,20895,2012-12-03,12
20171141,02/09/2017,02/13/2017,2017,residential_mechanical,20874,2017-02-09,02
20242262,09/06/2024,10/23/2024,2024,other_causes,20815,2024-09-06,09
20162363,10/17/2016,04/17/2017,2016,other_causes,20814,2016-10-17,10
20231949,07/14/2023,08/30/2023,2023,amp_equiptment,20902,2023-07-14,07
20182303,09/21/2018,10/17/2018,2018,residentual_multi_tennant_dwelling,20902,2018-09-21,09
20222405,10/26/2022,12/13/2022,2022,residential_construction,20901,2022-10-26,10
20141332,10/13/2014,10/21/2014,2014,residential_construction,20817,2014-10-13,10
20202380,08/27/2020,09/17/2020,2020,industrial_or_comm_equip,20855,2020-08-27,08
20252706,10/09/2025,NA,2025,other_causes,20814,2025-10-09,10
20253330,12/12/2025,12/31/2025,2025,leaf_blower_gas,20910,2025-12-12,12
20231397,03/30/2023,05/17/2023,2023,leaf_blower,20855,2023-03-30,03
20162359,10/17/2016,07/18/2017,2016,industrial_or_comm_equip,20832,2016-10-17,10
20202628,10/15/2020,11/30/2020,2020,other_causes,20816,2020-10-15,10
26562,06/21/2012,11/16/2012,2012,other_causes,20852,2012-06-21,06
20222134,08/22/2022,10/04/2022,2022,residentual_house_yard,20912,2022-08-22,08
23583,07/15/2010,08/09/2010,2010,residential_construction,20910,2010-07-15,07
20253058,11/17/2025,NA,2025,residentual_multi_tennant_dwelling,20906,2025-11-17,11
20151662,05/18/2015,08/05/2015,2015,other_causes,20902,2015-05-18,05
20182387,10/11/2018,12/12/2018,2018,leaf_blower,20876,2018-10-11,10
2013495,05/07/2013,05/23/2013,2013,residential_construction,20855,2013-05-07,05
22550,10/21/2009,11/10/2009,2009,residential_construction,20816,2009-10-21,10
25560,10/12/2011,11/28/2011,2011,residentual_multi_tennant_dwelling,20895,2011-10-12,10
24338,02/01/2011,04/25/2011,2011,residentual_multi_tennant_dwelling,20910,2011-02-01,02
20191989,06/24/2019,06/26/2019,2019,industrial_or_comm_equip,20895,2019-06-24,06
20192189,07/31/2019,08/15/2019,2019,residential_construction,20814,2019-07-31,07
20162541,12/01/2016,03/21/2017,2016,residential_construction,20814,2016-12-01,12
2014402,03/31/2014,06/25/2014,2014,other_causes,20814,2014-03-31,03
12796,05/09/2003,07/18/2003,2003,residential_motor_vehicle,20837,2003-05-09,05
14928,07/06/2004,07/12/2004,2004,amp_equiptment,20646,2004-07-06,07
20181560,04/16/2018,05/23/2018,2018,amp_equiptment,20874,2018-04-16,04
9704,03/30/1998,05/14/1998,1998,residential_construction,20816,1998-03-30,03
548,06/05/2000,09/01/2000,2000,industrial_or_comm_equip,20910,2000-06-05,06
20141492,11/14/2014,01/06/2015,2014,residential_construction,20854,2014-11-14,11
25592,10/20/2011,11/07/2011,2011,residential_construction,20901,2011-10-20,10
20252426,09/08/2025,09/24/2025,2025,amp_equiptment,20866,2025-09-08,09
1801,06/13/2001,06/28/2001,2001,residential_construction,20878,2001-06-13,06
20252974,11/09/2025,12/02/2025,2025,leaf_blower_gas,20837,2025-11-09,11
2014340,03/12/2014,06/02/2014,2014,residential_construction,20866,2014-03-12,03
20232142,08/24/2023,11/28/2023,2023,other_causes,20814,2023-08-24,08
18203,10/02/2006,12/26/2006,2006,industrial_or_comm_equip,20817,2006-10-02,10
20182482,11/05/2018,05/24/2019,2018,industrial_or_comm_equip,20910,2018-11-05,11
10152,07/09/1998,08/12/1998,1998,industrial_or_comm_equip,20853,1998-07-09,07
26563,06/21/2012,08/01/2012,2012,residential_construction,20912,2012-06-21,06
20192124,07/18/2019,09/11/2019,2019,residential_mechanical,20904,2019-07-18,07
20202340,08/19/2020,12/03/2020,2020,amp_equiptment,20905,2020-08-19,08
2013371,04/09/2013,05/13/2013,2013,amp_equiptment,20876,2013-04-09,04
24495,03/14/2011,04/13/2011,2011,residentual_multi_tennant_dwelling,20874,2011-03-14,03
20152330,10/16/2015,11/20/2015,2015,residential_construction,20816,2015-10-16,10
10458,10/30/1998,02/10/1999,1998,residential_construction,20814,1998-10-30,10
20232419,10/24/2023,12/13/2023,2023,residentual_multi_tennant_dwelling,20853,2023-10-24,10
20182196,08/27/2018,12/14/2018,2018,other_causes,20814,2018-08-27,08
20182237,09/06/2018,02/21/2019,2018,industrial_or_comm_equip,20832,2018-09-06,09
20252571,09/24/2025,12/19/2025,2025,leaf_blower_gas,20905,2025-09-24,09
26221,04/06/2012,06/08/2012,2012,residentual_multi_tennant_dwelling,20902,2012-04-06,04
14947,07/09/2004,07/30/2004,2004,amp_equiptment,20877,2004-07-09,07
20161079,01/22/2016,08/25/2016,2016,residential_construction,20895,2016-01-22,01
20151228,03/19/2015,10/19/2015,2015,residentual_multi_tennant_dwelling,20814,2015-03-19,03
20181607,04/23/2018,07/11/2018,2018,residential_construction,20832,2018-04-23,04
20221702,05/31/2022,07/13/2022,2022,leaf_blower,20817,2022-05-31,05
17229,01/27/2006,01/27/2006,2006,residential_construction,20816,2006-01-27,01
9701,03/30/1998,05/09/1998,1998,residential_construction,20878,1998-03-30,03
20252970,11/07/2025,11/21/2025,2025,leaf_blower_gas,20872,2025-11-07,11
20151954,07/20/2015,08/10/2015,2015,residential_construction,20816,2015-07-20,07
20202830,11/24/2020,12/09/2020,2020,leaf_blower,20850,2020-11-24,11
20141080,08/01/2014,08/21/2014,2014,residential_construction,20814,2014-08-01,08
20221374,03/28/2022,06/17/2022,2022,other_causes,20877,2022-03-28,03
23588,07/16/2010,11/30/2010,2010,residential_mechanical,20854,2010-07-16,07
20231631,05/17/2023,06/27/2023,2023,other_causes,20910,2023-05-17,05
20182229,09/04/2018,10/11/2018,2018,leaf_blower,20895,2018-09-04,09
2014585,04/28/2014,06/16/2014,2014,residential_mechanical,20817,2014-04-28,04
20252382,09/02/2025,12/17/2025,2025,industrial_or_comm_equip,20815,2025-09-02,09
17603,04/28/2006,05/22/2006,2006,residential_construction,20878,2006-04-28,04
1697,06/06/2001,07/17/2001,2001,industrial_or_comm_equip,20902,2001-06-06,06
20231278,03/07/2023,06/05/2023,2023,other_causes,20814,2023-03-07,03
20231245,02/27/2023,01/23/2024,2023,residential_construction,20878,2023-02-27,02
20887,09/30/2008,10/22/2008,2008,amp_equiptment,20853,2008-09-30,09
484,05/18/2000,07/13/2000,2000,industrial_or_comm_equip,20904,2000-05-18,05
2215,07/03/2001,09/18/2001,2001,residential_motor_vehicle,20837,2001-07-03,07
20161581,06/03/2016,06/20/2016,2016,industrial_or_comm_equip,20901,2016-06-03,06
20241063,01/16/2024,07/12/2024,2024,other_causes,20910,2024-01-16,01
20253399,12/22/2025,NA,2025,industrial_or_comm_equip,20906,2025-12-22,12
20171068,01/23/2017,04/10/2017,2017,residential_mechanical,20816,2017-01-23,01
12919,06/02/2003,07/02/2003,2003,residential_construction,20872,2003-06-02,06
26395,05/15/2012,02/19/2013,2012,industrial_or_comm_equip,20815,2012-05-15,05
20221193,02/16/2022,06/23/2022,2022,residentual_multi_tennant_dwelling,missing,2022-02-16,02
20251784,06/09/2025,07/28/2025,2025,amp_equiptment,20895,2025-06-09,06
20211531,04/08/2021,07/19/2021,2021,amp_equiptment,20910,2021-04-08,04
16295,05/13/2005,05/20/2005,2005,industrial_or_comm_equip,20832,2005-05-13,05
3671,10/04/1994,03/08/1995,1994,industrial_or_comm_equip,20814,1994-10-04,10
22384,09/17/2009,10/27/2009,2009,industrial_or_comm_equip,20850,2009-09-17,09
8828,07/12/1999,03/14/2000,1999,industrial_or_comm_equip,20850,1999-07-12,07
20152079,08/19/2015,12/16/2015,2015,residential_construction,20816,2015-08-19,08
2014284,02/25/2014,07/16/2014,2014,amp_equiptment,20910,2014-02-25,02
24969,05/20/2011,09/19/2011,2011,residential_construction,20814,2011-05-20,05
22854,01/19/2010,02/03/2010,2010,residential_construction,20814,2010-01-19,01
20172395,10/23/2017,11/21/2017,2017,residential_construction,20817,2017-10-23,10
20172362,10/12/2017,11/02/2017,2017,industrial_or_comm_equip,20910,2017-10-12,10
20131227,10/07/2013,12/11/2015,2013,amp_equiptment,20895,2013-10-07,10
20251322,03/17/2025,06/24/2025,2025,other_causes,20852,2025-03-17,03
1245,11/20/2000,12/21/2000,2000,residential_motor_vehicle,20872,2000-11-20,11
20152164,09/03/2015,09/25/2015,2015,residential_construction,20850,2015-09-03,09
14850,06/22/2004,07/16/2004,2004,amp_equiptment,20814,2004-06-22,06
20191926,06/07/2019,09/18/2019,2019,other_causes,20817,2019-06-07,06
16540,07/12/2005,07/25/2005,2005,residential_construction,20814,2005-07-12,07
23874,09/24/2010,11/02/2010,2010,residential_construction,20901,2010-09-24,09
10361,08/24/1998,09/01/1998,1998,residential_construction,20852,1998-08-24,08
20131008,08/02/2013,10/22/2013,2013,industrial_or_comm_equip,20910,2013-08-02,08
20151040,01/20/2015,01/28/2015,2015,amp_equiptment,20872,2015-01-20,01
20141219,09/15/2014,10/27/2014,2014,residential_construction,20871,2014-09-15,09
20181823,05/29/2018,06/28/2018,2018,residentual_multi_tennant_dwelling,20910,2018-05-29,05
20252994,11/11/2025,12/29/2025,2025,leaf_blower_gas,20852,2025-11-11,11
20242114,08/06/2024,09/12/2024,2024,amp_equiptment,20886,2024-08-06,08
20161857,06/27/2016,08/03/2016,2016,residential_construction,20814,2016-06-27,06
20241743,05/29/2024,07/02/2024,2024,leaf_blower,20814,2024-05-29,05
20241599,04/30/2024,07/24/2024,2024,amp_equiptment,20901,2024-04-30,04
21740,05/13/2009,06/11/2009,2009,amp_equiptment,20853,2009-05-13,05
20161375,04/18/2016,08/11/2016,2016,other_causes,20852,2016-04-18,04
13154,07/16/2003,07/31/2003,2003,industrial_or_comm_equip,20910,2003-07-16,07
7428,06/13/1997,07/08/1997,1997,residential_construction,20852,1997-06-13,06
20152365,10/26/2015,11/02/2015,2015,residential_construction,20816,2015-10-26,10
10153,07/13/1998,07/14/1998,1998,industrial_or_comm_equip,20814,1998-07-13,07
25999,02/06/2012,04/16/2012,2012,industrial_or_comm_equip,20817,2012-02-06,02
24669,04/18/2011,05/09/2011,2011,residential_construction,20815,2011-04-18,04
1991920157,08/01/1991,09/16/1991,1991,leaf_blower,20822,1991-08-01,08
20171505,05/02/2017,05/22/2017,2017,residentual_house_yard,20906,2017-05-02,05
2014339,03/12/2014,04/08/2014,2014,amp_equiptment,20876,2014-03-12,03
20161518,05/23/2016,07/01/2016,2016,residential_construction,20852,2016-05-23,05
20251294,03/13/2025,10/15/2025,2025,industrial_or_comm_equip,20855,2025-03-13,03
26137,03/20/2012,04/19/2012,2012,industrial_or_comm_equip,20903,2012-03-20,03
20252599,09/28/2025,10/29/2025,2025,leaf_blower_gas,20853,2025-09-28,09
20202599,10/09/2020,11/05/2020,2020,industrial_or_comm_equip,20906,2020-10-09,10
15165,08/20/2004,09/16/2004,2004,industrial_or_comm_equip,20874,2004-08-20,08
2186,06/26/2001,07/17/2001,2001,residential_construction,20854,2001-06-26,06
1992930228,08/18/1992,08/18/1992,1992,leaf_blower,20850,1992-08-18,08
1482,01/09/2001,06/06/2001,2001,industrial_or_comm_equip,20910,2001-01-09,01
20181399,03/29/2018,04/30/2018,2018,amp_equiptment,20910,2018-03-29,03
4915,09/12/1995,10/30/1995,1995,residential_construction,20876,1995-09-12,09
2014287,02/25/2014,03/11/2014,2014,residentual_multi_tennant_dwelling,20852,2014-02-25,02
20141289,10/01/2014,07/20/2015,2014,industrial_or_comm_equip,20876,2014-10-01,10
2013387,04/12/2013,05/01/2013,2013,residential_construction,20832,2013-04-12,04
20252467,09/11/2025,10/14/2025,2025,leaf_blower_gas,20854,2025-09-11,09
1750,01/12/2001,01/23/2001,2001,industrial_or_comm_equip,20814,2001-01-12,01
20172432,11/02/2017,11/14/2017,2017,residentual_house_yard,20842,2017-11-02,11
24357,02/08/2011,02/21/2012,2011,residential_construction,20910,2011-02-08,02
9162,10/27/1999,03/15/2000,1999,industrial_or_comm_equip,20854,1999-10-27,10
23680,08/06/2010,11/30/2010,2010,industrial_or_comm_equip,20814,2010-08-06,08
