Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20181932,06/18/2018,09/04/2018,2018,Industrial/commercial   Electrical Amp Equip,20904
27247,11/06/2012,11/14/2012,2012,Industrial/commercial   Equipment Noise,20906
20251578,04/24/2025,05/01/2025,2025,Waiver Request,20851
20181079,01/25/2018,09/20/2018,2018,Industrial/commercial  construction/repair/demolit,20815
1949,04/12/2001,03/25/2002,2001,Industrial/commercial   Equipment Noise,20816
20182097,07/31/2018,08/13/2018,2018,Industrial/commercial  construction/repair/demolit,20910
20252636,10/01/2025,10/21/2025,2025,Leaf Blower Use   Petro Fueled,20910
20171462,04/20/2017,05/12/2017,2017,Industrial/commercial   Refuse Noise Collection,20910
16400,06/14/2005,07/05/2005,2005,Industrial/commercial  construction/repair/demolit,20854
20182325,09/25/2018,10/08/2018,2018,Industrial/commercial   Equipment Noise,20815
20162329,10/10/2016,10/20/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20814
20253139,11/23/2025,01/13/2026,2025,Residential   El  Amplification Equip,20850
27083,09/28/2012,10/08/2012,2012,Residential   Mechanical,20902
21485,03/23/2009,05/12/2009,2009,Residential   Motor Vehicle Noise,20833
20526,06/25/2008,07/10/2008,2008,Residential   El  Amplification Equip,20861
20212623,10/26/2021,12/14/2021,2021,Residential Muti Tenant Dwelling,20910 8207
20152374,10/28/2015,11/05/2015,2015,Industrial/commercial   Refuse Noise Collection,20910
20161169,02/25/2016,07/25/2016,2016,Waiver Request,20874
20221715,06/01/2022,07/05/2022,2022,Waiver Request,20874
15365,10/06/2004,10/12/2004,2004,Industrial/commercial  construction/repair/demolit,20850
20201765,05/11/2020,05/22/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20879
20192817,12/18/2019,02/13/2020,2019,Industrial/commercial   Refuse Noise Collection,20854
27367,12/03/2012,01/07/2013,2012,Industrial/commercial   Equipment Noise,20895
20171141,02/09/2017,02/13/2017,2017,Residential   Mechanical,20874
20242262,09/06/2024,10/23/2024,2024,Waiver Request,20815
20162363,10/17/2016,04/17/2017,2016,Waiver Request,20814
20231949,07/14/2023,08/30/2023,2023,Residential   El  Amplification Equip,20902
20182303,09/21/2018,10/17/2018,2018,Residential Muti Tenant Dwelling,20902
20222405,10/26/2022,12/13/2022,2022,Residential   Construction/repair/demolition,20901
20141332,10/13/2014,10/21/2014,2014,Residential   Construction/repair/demolition,20817
20202380,08/27/2020,09/17/2020,2020,Industrial/commercial   Refuse Noise Collection,20855
20252706,10/09/2025,,2025,Waiver Request,20814
20253330,12/12/2025,12/31/2025,2025,Leaf Blower Use   Petro Fueled,20910
20231397,03/30/2023,05/17/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20855
20162359,10/17/2016,07/18/2017,2016,Industrial/commercial   Refuse Noise Collection,20832
20202628,10/15/2020,11/30/2020,2020,Waiver Request,20816
26562,06/21/2012,11/16/2012,2012,Waiver Request,20852
20222134,08/22/2022,10/04/2022,2022,Residential House/yard,20912
23583,07/15/2010,08/09/2010,2010,Industrial/commercial  construction/repair/demolit,20910
20253058,11/17/2025,,2025,Residential Muti Tenant Dwelling,20906
20151662,05/18/2015,08/05/2015,2015,Waiver Request,20902
20182387,10/11/2018,12/12/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20876
2013495,05/07/2013,05/23/2013,2013,Residential   Construction/repair/demolition,20855
22550,10/21/2009,11/10/2009,2009,Residential   Construction/repair/demolition,20816
25560,10/12/2011,11/28/2011,2011,Residential Muti Tenant Dwelling,20895
24338,02/01/2011,04/25/2011,2011,Residential Muti Tenant Dwelling,20910
20191989,06/24/2019,06/26/2019,2019,Industrial/commercial   Equipment Noise,20895
20192189,07/31/2019,08/15/2019,2019,Industrial/commercial  construction/repair/demolit,20814
20162541,12/01/2016,03/21/2017,2016,Industrial/commercial  construction/repair/demolit,20814
2014402,03/31/2014,06/25/2014,2014,Waiver Request,20814
12796,05/09/2003,07/18/2003,2003,Residential   Motor Vehicle Noise,20837
14928,07/06/2004,07/12/2004,2004,Residential   El  Amplification Equip,20646
20181560,04/16/2018,05/23/2018,2018,Industrial/commercial   Electrical Amp Equip,20874
9704,03/30/1998,05/14/1998,1998,Residential   Construction/repair/demolition,20816
548,06/05/2000,09/01/2000,2000,Industrial/commercial   Equipment Noise,20910
20141492,11/14/2014,01/06/2015,2014,Residential   Construction/repair/demolition,20854
25592,10/20/2011,11/07/2011,2011,Industrial/commercial  construction/repair/demolit,20901
20252426,09/08/2025,09/24/2025,2025,Residential   El  Amplification Equip,20866
1801,06/13/2001,06/28/2001,2001,Industrial/commercial  construction/repair/demolit,20878
20252974,11/09/2025,12/02/2025,2025,Leaf Blower Use   Petro Fueled,20837
2014340,03/12/2014,06/02/2014,2014,Residential   Construction/repair/demolition,20866
20232142,08/24/2023,11/28/2023,2023,Waiver Request,20814
18203,10/02/2006,12/26/2006,2006,Industrial/commercial   Equipment Noise,20817
20182482,11/05/2018,05/24/2019,2018,Industrial/commercial   heat Pump/ac Noise,20910
10152,07/09/1998,08/12/1998,1998,Industrial/commercial   Equipment Noise,20853
26563,06/21/2012,08/01/2012,2012,Industrial/commercial  construction/repair/demolit,20912
20192124,07/18/2019,09/11/2019,2019,Residential   Mechanical,20904
20202340,08/19/2020,12/03/2020,2020,Industrial/commercial   Electrical Amp Equip,20905
2013371,04/09/2013,05/13/2013,2013,Industrial/commercial   Electrical Amp Equip,20876
24495,03/14/2011,04/13/2011,2011,Residential Muti Tenant Dwelling,20874
20152330,10/16/2015,11/20/2015,2015,Industrial/commercial  construction/repair/demolit,20816
10458,10/30/1998,02/10/1999,1998,Industrial/commercial  construction/repair/demolit,20814
20232419,10/24/2023,12/13/2023,2023,Residential Muti Tenant Dwelling,20853
20182196,08/27/2018,12/14/2018,2018,Waiver Request,20814
20182237,09/06/2018,02/21/2019,2018,Industrial/commercial   Refuse Noise Collection,20832
20252571,09/24/2025,12/19/2025,2025,Leaf Blower Use   Petro Fueled,20905
26221,04/06/2012,06/08/2012,2012,Residential Muti Tenant Dwelling,20902
14947,07/09/2004,07/30/2004,2004,Industrial/commercial   Electrical Amp Equip,20877
20161079,01/22/2016,08/25/2016,2016,Industrial/commercial  construction/repair/demolit,20895
20151228,03/19/2015,10/19/2015,2015,Residential Muti Tenant Dwelling,20814
20181607,04/23/2018,07/11/2018,2018,Industrial/commercial  construction/repair/demolit,20832
20221702,05/31/2022,07/13/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20817
17229,01/27/2006,01/27/2006,2006,Industrial/commercial  construction/repair/demolit,20816
9701,03/30/1998,05/09/1998,1998,Residential   Construction/repair/demolition,20878
20252970,11/07/2025,11/21/2025,2025,Leaf Blower Use   Petro Fueled,20872
20151954,07/20/2015,08/10/2015,2015,Residential   Construction/repair/demolition,20816
20202830,11/24/2020,12/09/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20850
20141080,08/01/2014,08/21/2014,2014,Industrial/commercial  construction/repair/demolit,20814
20221374,03/28/2022,06/17/2022,2022,Waiver Request,20877
23588,07/16/2010,11/30/2010,2010,Residential   Mechanical,20854
20231631,05/17/2023,06/27/2023,2023,Information Request,20910
20182229,09/04/2018,10/11/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20895
2014585,04/28/2014,06/16/2014,2014,Residential   Mechanical,20817
20252382,09/02/2025,12/17/2025,2025,Industrial/commercial   Refuse Noise Collection,20815
17603,04/28/2006,05/22/2006,2006,Residential   Construction/repair/demolition,20878
1697,06/06/2001,07/17/2001,2001,Industrial/commercial   Equipment Noise,20902
20231278,03/07/2023,06/05/2023,2023,Waiver Request,20814
20231245,02/27/2023,01/23/2024,2023,Industrial/commercial  construction/repair/demolit,20878
20887,09/30/2008,10/22/2008,2008,Residential   El  Amplification Equip,20853
484,05/18/2000,07/13/2000,2000,Industrial/commercial   Equipment Noise,20904
2215,07/03/2001,09/18/2001,2001,Residential   Motor Vehicle Noise,20837
20161581,06/03/2016,06/20/2016,2016,Industrial/commercial   Equipment Noise,20901
20241063,01/16/2024,07/12/2024,2024,Waiver Request,20910
20253399,12/22/2025,,2025,Industrial/commercial   Equipment Noise,20906
20171068,01/23/2017,04/10/2017,2017,Residential   Mechanical,20816
12919,06/02/2003,07/02/2003,2003,Residential   Construction/repair/demolition,20872
26395,05/15/2012,02/19/2013,2012,Industrial/commercial   Equipment Noise,20815
20221193,02/16/2022,06/23/2022,2022,Residential Muti Tenant Dwelling,20910 8207
20251784,06/09/2025,07/28/2025,2025,Residential   El  Amplification Equip,20895
20211531,04/08/2021,07/19/2021,2021,Industrial/commercial   Electrical Amp Equip,20910
16295,05/13/2005,05/20/2005,2005,Industrial/commercial   Equipment Noise,20832
3671,10/04/1994,03/08/1995,1994,Industrial/commercial   Equipment Noise,20814
22384,09/17/2009,10/27/2009,2009,Industrial/commercial   Equipment Noise,20850
8828,07/12/1999,03/14/2000,1999,Industrial/commercial   Equipment Noise,20850
20152079,08/19/2015,12/16/2015,2015,Residential   Construction/repair/demolition,20816
2014284,02/25/2014,07/16/2014,2014,Residential   El  Amplification Equip,20910
24969,05/20/2011,09/19/2011,2011,Residential   Construction/repair/demolition,20814
22854,01/19/2010,02/03/2010,2010,Residential   Construction/repair/demolition,20814
20172395,10/23/2017,11/21/2017,2017,Industrial/commercial  construction/repair/demolit,20817
20172362,10/12/2017,11/02/2017,2017,Industrial/commercial   Equipment Noise,20910
20131227,10/07/2013,12/11/2015,2013,Industrial/commercial   Electrical Amp Equip,20895
20251322,03/17/2025,06/24/2025,2025,Waiver Request,20852
1245,11/20/2000,12/21/2000,2000,Residential   Motor Vehicle Noise,20872
20152164,09/03/2015,09/25/2015,2015,Industrial/commercial  construction/repair/demolit,20850
14850,06/22/2004,07/16/2004,2004,Industrial/commercial   Electrical Amp Equip,20814
20191926,06/07/2019,09/18/2019,2019,Waiver Request,20817
16540,07/12/2005,07/25/2005,2005,Industrial/commercial  construction/repair/demolit,20814
23874,09/24/2010,11/02/2010,2010,Industrial/commercial  construction/repair/demolit,20901
10361,08/24/1998,09/01/1998,1998,Residential   Construction/repair/demolition,20852
20131008,08/02/2013,10/22/2013,2013,Industrial/commercial   Equipment Noise,20910
20151040,01/20/2015,01/28/2015,2015,Residential   El  Amplification Equip,20872
20141219,09/15/2014,10/27/2014,2014,Residential   Construction/repair/demolition,20871
20181823,05/29/2018,06/28/2018,2018,Residential Muti Tenant Dwelling,20910
20252994,11/11/2025,12/29/2025,2025,Leaf Blower Use   Petro Fueled,20852
20242114,08/06/2024,09/12/2024,2024,Residential   El  Amplification Equip,20886
20161857,06/27/2016,08/03/2016,2016,Residential   Construction/repair/demolition,20814
20241743,05/29/2024,07/02/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20814
20241599,04/30/2024,07/24/2024,2024,Residential   El  Amplification Equip,20901
21740,05/13/2009,06/11/2009,2009,Residential   El  Amplification Equip,20853
20161375,04/18/2016,08/11/2016,2016,Waiver Request,20852
13154,07/16/2003,07/31/2003,2003,Industrial/commercial   Equipment Noise,20910
7428,06/13/1997,07/08/1997,1997,Residential   Construction/repair/demolition,20852
20152365,10/26/2015,11/02/2015,2015,Industrial/commercial  construction/repair/demolit,20816
10153,07/13/1998,07/14/1998,1998,Industrial/commercial   Equipment Noise,20814
25999,02/06/2012,04/16/2012,2012,Industrial/commercial   Equipment Noise,20817
24669,04/18/2011,05/09/2011,2011,Residential   Construction/repair/demolition,20815
1991920157,08/01/1991,09/16/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,20822
20171505,05/02/2017,05/22/2017,2017,Residential House/yard,20906
2014339,03/12/2014,04/08/2014,2014,Residential   El  Amplification Equip,20876
20161518,05/23/2016,07/01/2016,2016,Industrial/commercial  construction/repair/demolit,20852
20251294,03/13/2025,10/15/2025,2025,Industrial/commercial   Refuse Noise Collection,20855
26137,03/20/2012,04/19/2012,2012,Industrial/commercial   Equipment Noise,20903
20252599,09/28/2025,10/29/2025,2025,Leaf Blower Use   Petro Fueled,20853
20202599,10/09/2020,11/05/2020,2020,Industrial/commercial   Equipment Noise,20906
15165,08/20/2004,09/16/2004,2004,Industrial/commercial   Equipment Noise,20874
2186,06/26/2001,07/17/2001,2001,Industrial/commercial  construction/repair/demolit,20854
1992930228,08/18/1992,08/18/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,20850
1482,01/09/2001,06/06/2001,2001,Industrial/commercial   Equipment Noise,20910
20181399,03/29/2018,04/30/2018,2018,Industrial/commercial   Electrical Amp Equip,20910
4915,09/12/1995,10/30/1995,1995,Industrial/commercial  construction/repair/demolit,20876
2014287,02/25/2014,03/11/2014,2014,Residential Muti Tenant Dwelling,20852
20141289,10/01/2014,07/20/2015,2014,Industrial/commercial   Equipment Noise,20876
2013387,04/12/2013,05/01/2013,2013,Residential   Construction/repair/demolition,20832
20252467,09/11/2025,10/14/2025,2025,Leaf Blower Use   Petro Fueled,20854
1750,01/12/2001,01/23/2001,2001,Industrial/commercial   Equipment Noise,20814
20172432,11/02/2017,11/14/2017,2017,Residential House/yard,20842
24357,02/08/2011,02/21/2012,2011,Industrial/commercial  construction/repair/demolit,20910
9162,10/27/1999,03/15/2000,1999,Industrial/commercial   Equipment Noise,20854
23680,08/06/2010,11/30/2010,2010,Industrial/commercial   heat Pump/ac Noise,20814
26297,04/23/2012,05/16/2012,2012,Residential   Construction/repair/demolition,20815
23115,03/31/2010,05/17/2010,2010,Residential   Motor Vehicle Noise,20905
26404,05/17/2012,07/13/2012,2012,Residential   El  Amplification Equip,20837
20427,05/29/2008,06/23/2008,2008,Industrial/commercial  construction/repair/demolit,20910
10484,09/22/1998,10/02/1998,1998,Residential   Construction/repair/demolition,20814
20152165,09/03/2015,11/05/2015,2015,Residential Muti Tenant Dwelling,20886
5962,06/14/1996,07/16/1996,1996,Residential   El  Amplification Equip,20854
17334,02/28/2006,03/20/2006,2006,Residential   El  Amplification Equip,20878
20152078,08/19/2015,10/12/2015,2015,Industrial/commercial   Electrical Amp Equip,20814
12807,05/12/2003,07/01/2003,2003,Industrial/commercial   Equipment Noise,20853
17774,06/14/2006,06/28/2006,2006,Industrial/commercial  construction/repair/demolit,21036
20182489,11/06/2018,12/20/2018,2018,Industrial/commercial   heat Pump/ac Noise,20902
12173,12/23/2002,02/24/2003,2002,Industrial/commercial   Equipment Noise,20815
2568,09/29/2001,10/15/2001,2001,Industrial/commercial   Equipment Noise,20850
20241826,06/11/2024,08/02/2024,2024,Residential   Mechanical,20841
21211,01/12/2009,01/21/2010,2009,Industrial/commercial   Equipment Noise,20814
10059,06/17/1998,07/08/1998,1998,Residential   Mechanical,20815
20171015,01/05/2017,01/30/2017,2017,Residential Muti Tenant Dwelling,20903
20252391,09/03/2025,09/28/2025,2025,Leaf Blower Use   Petro Fueled,20816
2558,09/29/2001,10/10/2001,2001,Residential   Construction/repair/demolition,20814
20232440,10/27/2023,06/10/2025,2023,Industrial/commercial   Equipment Noise,20877
9996,06/02/1998,03/03/1999,1998,Residential House/yard,20874
27398,12/11/2012,05/15/2013,2012,Noise Industrial/commercial   Leaf Blower Noise,20855
8018,11/07/1997,12/04/1997,1997,Residential House/yard,20832
20221148,02/09/2022,02/15/2022,2022,Industrial/commercial  construction/repair/demolit,20815
2113,06/04/2001,07/22/2001,2001,Industrial/commercial  construction/repair/demolit,20815
20221860,06/24/2022,07/15/2022,2022,Residential Muti Tenant Dwelling,20903
20162327,10/10/2016,11/22/2016,2016,Industrial/commercial   Equipment Noise,20814
20171393,04/06/2017,01/26/2018,2017,Industrial/commercial   Equipment Noise,20874
9355,12/30/1999,01/05/2000,1999,Residential   Construction/repair/demolition,20872
20212088,07/13/2021,11/04/2021,2021,Residential   Construction/repair/demolition,20902
20232025,07/31/2023,08/30/2023,2023,Residential   Construction/repair/demolition,20902
9263,11/22/1999,12/06/1999,1999,Residential   Construction/repair/demolition,20854
10081,06/22/1998,09/21/1998,1998,Industrial/commercial   Electrical Amp Equip,20854
22613,11/04/2009,01/05/2010,2009,Industrial/commercial   Equipment Noise,20832
20171583,05/17/2017,06/20/2017,2017,Residential Muti Tenant Dwelling,20910
23359,05/18/2010,06/23/2010,2010,Waiver Request,20910
2013445,04/26/2013,06/10/2013,2013,Industrial/commercial  construction/repair/demolit,20841
20241445,03/28/2024,05/06/2024,2024,Industrial/commercial  construction/repair/demolit,20816
20242750,12/23/2024,04/16/2025,2024,Residential   El  Amplification Equip,20903
22573,10/27/2009,01/19/2010,2009,Residential   Mechanical,20902
20251796,06/10/2025,08/28/2025,2025,Industrial/commercial   Equipment Noise,20852
22275,08/26/2009,11/03/2009,2009,Residential   Mechanical,20815
20221714,06/01/2022,07/27/2022,2022,Waiver Request,20814
22553,10/21/2009,11/05/2009,2009,Industrial/commercial  construction/repair/demolit,20910
20221455,04/11/2022,09/12/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20878
20171227,02/28/2017,06/06/2017,2017,Industrial/commercial  construction/repair/demolit,20814
20221315,03/17/2022,04/05/2022,2022,Residential House/yard,20902
1990901219,06/20/1990,07/03/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,20866
22723,12/03/2009,07/20/2010,2009,Residential   El  Amplification Equip,20904
20162639,12/27/2016,02/15/2017,2016,Residential Muti Tenant Dwelling,20910
22934,02/04/2010,04/05/2010,2010,Residential   Construction/repair/demolition,20910
20231726,06/02/2023,07/14/2023,2023,Industrial/commercial  construction/repair/demolit,20814
16079,03/29/2005,07/21/2005,2005,Industrial/commercial   Equipment Noise,20816
18273,10/16/2006,11/29/2006,2006,Residential   El  Amplification Equip,20902
21561,04/08/2009,04/13/2009,2009,Industrial/commercial  construction/repair/demolit,20903
2085,05/29/2001,06/04/2001,2001,Industrial/commercial  construction/repair/demolit,20815
20222036,08/01/2022,12/29/2022,2022,Industrial/commercial  construction/repair/demolit,20874
20221764,06/09/2022,08/01/2022,2022,Residential   El  Amplification Equip,20904
20151714,05/27/2015,06/02/2015,2015,Residential   Construction/repair/demolition,20817
23669,08/05/2010,09/27/2010,2010,Residential   Mechanical,20874
206,03/02/2000,06/13/2000,2000,Residential House/yard,20902
20253252,12/04/2025,01/07/2026,2025,Leaf Blower Use   Petro Fueled,20816
2013370,04/08/2013,05/28/2013,2013,Industrial/commercial   Equipment Noise,20814
20191995,06/24/2019,08/07/2019,2019,Residential Muti Tenant Dwelling,20871
2159,08/06/2001,05/03/2002,2001,Industrial/commercial   Electrical Amp Equip,20886
20172094,08/07/2017,08/10/2017,2017,Residential   Construction/repair/demolition,20850
20222552,12/09/2022,01/17/2023,2022,Industrial/commercial   Refuse Noise Collection,20854
20242012,07/15/2024,07/30/2024,2024,Residential Muti Tenant Dwelling,20850
2388,07/20/2001,08/07/2001,2001,Industrial/commercial  construction/repair/demolit,20854
17686,05/22/2006,10/01/2006,2006,Residential   El  Amplification Equip,20874
25542,10/07/2011,11/08/2011,2011,Industrial/commercial  construction/repair/demolit,20850
20162274,09/26/2016,08/22/2017,2016,Industrial/commercial   Equipment Noise,20910
20252164,08/05/2025,09/02/2025,2025,Leaf Blower Use   Petro Fueled,20850
20242260,09/06/2024,09/30/2024,2024,Residential   El  Amplification Equip,20874
20191899,06/04/2019,06/21/2019,2019,Industrial/commercial  construction/repair/demolit,20815
27388,12/10/2012,05/30/2013,2012,Industrial/commercial  construction/repair/demolit,20850
19083,05/23/2007,09/10/2007,2007,Industrial/commercial   Equipment Noise,20871
7961,10/28/1997,12/05/1997,1997,Industrial/commercial  construction/repair/demolit,20854
14556,04/28/2004,05/06/2004,2004,Residential House/yard,20841
20182628,12/13/2018,12/21/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20910
23607,07/23/2010,09/07/2010,2010,Residential   Mechanical,20817
20171098,01/31/2017,03/08/2017,2017,Industrial/commercial   Equipment Noise,20850
20201406,03/23/2020,04/22/2020,2020,Residential   Motor Vehicle Noise,20901
20252829,10/24/2025,12/10/2025,2025,Leaf Blower Use   Petro Fueled,20878
20151456,04/16/2015,05/08/2015,2015,Industrial/commercial  construction/repair/demolit,20910
19852,01/02/2008,01/18/2008,2008,Residential   El  Amplification Equip,20906
20191914,06/06/2019,06/20/2019,2019,Industrial/commercial   Equipment Noise,20895
20253344,12/15/2025,12/31/2025,2025,Leaf Blower Use   Petro Fueled,20895
15174,08/24/2004,09/02/2004,2004,Industrial/commercial  construction/repair/demolit,20853
639,06/26/2000,09/28/2000,2000,Industrial/commercial   Equipment Noise,20853
20211186,02/22/2021,03/11/2021,2021,Industrial/commercial   Equipment Noise,20832
21779,05/26/2009,09/08/2009,2009,Waiver Request,20850
20191603,04/22/2019,04/25/2019,2019,Residential   El  Amplification Equip,20817
20253018,11/13/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20850
20875,09/30/2008,10/08/2008,2008,Industrial/commercial   Equipment Noise,20910
20171443,04/17/2017,08/07/2017,2017,Industrial/commercial   Electrical Amp Equip,20906
20251018,01/07/2025,01/22/2025,2025,Residential Muti Tenant Dwelling,20815
20191387,03/26/2019,06/07/2019,2019,Industrial/commercial   Equipment Noise,20874
20252934,11/05/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20901
20242085,07/30/2024,09/23/2024,2024,Waiver Request,20850
20131074,08/26/2013,10/18/2013,2013,Residential Muti Tenant Dwelling,20866
25841,12/23/2011,01/23/2012,2011,Industrial/commercial  construction/repair/demolit,20902
9595,03/06/1998,04/01/1998,1998,Industrial/commercial   Equipment Noise,20839
20202809,11/20/2020,12/24/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20895
20242152,08/14/2024,10/16/2024,2024,Residential Muti Tenant Dwelling,20886
26198,03/30/2012,04/19/2012,2012,Industrial/commercial   Equipment Noise,20852
20141331,10/13/2014,11/19/2014,2014,Industrial/commercial  construction/repair/demolit,20852
20171319,03/23/2017,03/29/2017,2017,Industrial/commercial   Equipment Noise,20855
20242156,08/15/2024,09/25/2024,2024,Industrial/commercial  construction/repair/demolit,20814
20141621,12/22/2014,01/21/2015,2014,Residential   El  Amplification Equip,20886
20201004,01/03/2020,04/03/2020,2020,Waiver Request,20910
17103,12/28/2005,07/12/2006,2005,Industrial/commercial   heat Pump/ac Noise,20853
20181889,06/08/2018,10/25/2018,2018,Waiver Request,20910
26332,05/01/2012,06/04/2012,2012,Residential Muti Tenant Dwelling,20866
8500,03/31/1999,03/24/2000,1999,Industrial/commercial  construction/repair/demolit,20814
16160,04/14/2005,08/14/2006,2005,Residential   El  Amplification Equip,20876
20181222,03/01/2018,03/22/2018,2018,Industrial/commercial  construction/repair/demolit,20852
20141085,08/04/2014,08/18/2014,2014,Residential   Construction/repair/demolition,20817
9561,02/25/1998,03/19/1998,1998,Industrial/commercial   Equipment Noise,20814
20211686,05/04/2021,07/07/2021,2021,Residential Muti Tenant Dwelling,20851
20131010,08/02/2013,08/23/2013,2013,Residential Muti Tenant Dwelling,20817
20141354,10/15/2014,09/02/2015,2014,Industrial/commercial   Equipment Noise,20816
16541,07/12/2005,09/16/2005,2005,Industrial/commercial  construction/repair/demolit,20850
20171078,01/25/2017,02/14/2017,2017,Residential Muti Tenant Dwelling,20886
2013562,05/24/2013,06/18/2013,2013,Residential Muti Tenant Dwelling,20902
20182617,12/11/2018,01/03/2019,2018,Residential Muti Tenant Dwelling,20874
20161905,07/11/2016,10/21/2016,2016,Residential   El  Amplification Equip,20879
14684,05/19/2004,06/07/2004,2004,Residential   Mechanical,20837
20231174,02/10/2023,07/12/2023,2023,Residential   El  Amplification Equip,20886
20191289,03/12/2019,03/12/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20877
20131083,08/29/2013,09/05/2013,2013,Residential   Construction/repair/demolition,20910
20241332,03/11/2024,07/18/2024,2024,Residential   Mechanical,20877
20251548,04/21/2025,05/08/2025,2025,Residential   Construction/repair/demolition,20850
20141106,08/12/2014,03/11/2015,2014,Industrial/commercial   Equipment Noise,20878
20212381,09/13/2021,10/21/2021,2021,Residential   El  Amplification Equip,20904
8277,04/08/1999,04/29/1999,1999,Residential   El  Amplification Equip,20902
20241970,07/08/2024,09/04/2024,2024,Residential   El  Amplification Equip,20904
20251448,04/01/2025,04/22/2025,2025,Industrial/commercial  construction/repair/demolit,20817
20253208,12/01/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20861
20221900,07/05/2022,10/05/2022,2022,Industrial/commercial   Equipment Noise,20854
20191432,04/02/2019,05/07/2019,2019,Industrial/commercial   Electrical Amp Equip,20854
15147,08/16/2004,11/26/2004,2004,Industrial/commercial   Equipment Noise,20910
20251635,05/06/2025,12/02/2025,2025,Residential   Mechanical,20902
20252017,07/16/2025,08/06/2025,2025,Leaf Blower Use   Petro Fueled,20882
20231964,07/18/2023,02/04/2024,2023,Waiver Request,20817
20202081,06/25/2020,10/21/2020,2020,Residential   Mechanical,20874
17008,12/05/2005,12/05/2005,2005,Information Request,20854
20192089,07/11/2019,07/29/2019,2019,Industrial/commercial   Refuse Noise Collection,20855
2096,05/31/2001,07/11/2001,2001,Industrial/commercial   Equipment Noise,20816
22908,01/28/2010,02/16/2010,2010,Residential   Mechanical,20902
20252962,11/07/2025,12/10/2025,2025,Leaf Blower Use   Petro Fueled,20901
20161867,06/30/2016,07/08/2016,2016,Industrial/commercial   Equipment Noise,20850
20202880,12/08/2020,12/22/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20852
2013524,05/16/2013,05/24/2013,2013,Industrial/commercial  construction/repair/demolit,20815
20253187,11/28/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,Potomac
20242417,10/08/2024,10/28/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20902
16361,06/02/2005,06/10/2005,2005,Residential   Mechanical,20886
10777,12/30/1998,03/10/1999,1998,Residential   El  Amplification Equip,20902
20211697,05/06/2021,05/18/2021,2021,Residential   Construction/repair/demolition,20817
6668,12/30/1996,02/14/1997,1996,Residential   Construction/repair/demolition,20901
8980,09/01/1999,06/20/2000,1999,Industrial/commercial   Equipment Noise,20815
20152347,10/21/2015,12/04/2015,2015,Industrial/commercial   Electrical Amp Equip,20707
20172445,11/06/2017,05/17/2018,2017,Industrial/commercial   Refuse Noise Collection,20910
20181780,05/21/2018,09/28/2018,2018,Industrial/commercial  construction/repair/demolit,20910
20192607,10/30/2019,12/18/2019,2019,Industrial/commercial   Refuse Noise Collection,20877
20252520,09/17/2025,10/22/2025,2025,Industrial/commercial   Equipment Noise,20850
20182379,10/09/2018,11/14/2018,2018,Residential   Construction/repair/demolition,20817
20221068,01/21/2022,11/28/2023,2022,Project   Community Noise Survey,20910
20222389,10/24/2022,11/02/2022,2022,Residential   El  Amplification Equip,20850
20231579,05/08/2023,09/01/2023,2023,Waiver Request,20814
20192521,10/09/2019,10/21/2019,2019,Industrial/commercial   Refuse Noise Collection,20855
18527,01/03/2007,01/14/2008,2007,Residential   El  Amplification Equip,20855
10125,07/06/1998,09/08/1998,1998,Industrial/commercial  construction/repair/demolit,20814
20211787,05/24/2021,06/09/2021,2021,Residential House/yard,20854
16169,04/15/2005,05/04/2005,2005,Industrial/commercial   Refuse Noise Collection,20879
19217,06/21/2007,06/21/2007,2007,Industrial/commercial   Equipment Noise,20879
20201177,02/07/2020,03/12/2020,2020,Residential   Construction/repair/demolition,20853
20171254,03/06/2017,06/20/2017,2017,Industrial/commercial   Refuse Noise Collection,20854
8449,03/31/1999,04/22/1999,1999,Industrial/commercial  construction/repair/demolit,20854
20252723,10/10/2025,,2025,Industrial/commercial   Refuse Noise Collection,20872
20192139,07/22/2019,07/23/2019,2019,Industrial/commercial   Equipment Noise,20816
20182383,10/10/2018,02/25/2019,2018,Noise Industrial/commercial   Leaf Blower Noise,20815
